pool,linkage_method,denoise,lookback_years,rebalance_frequency,drift_threshold,ann_return,ann_vol,sharpe_ratio,sortino_ratio,max_drawdown,ann_turnover,total_friction_costs,total_taxes,rebalance_events
european,single,False,3,semi-annually,0.0,0.02368420512180691,0.04288802541398138,0.5522335172391948,0.7499387212960696,-0.17156485131352242,0.8488051581227442,631.7527234378316,18497.42802190216,31
european,single,False,3,semi-annually,0.015,0.023528324550516677,0.04286292675589518,0.5489201585442528,0.7455808034725526,-0.17230208718464443,0.7695401682966792,572.7570013729014,17889.279199957782,31
european,single,False,3,semi-annually,0.03,0.023141076122981996,0.04266383539233478,0.5424049645367713,0.7393641340277325,-0.1724494163209275,0.7183412721809701,534.6504444692587,17080.382916288872,31
european,single,False,4,monthly,0.0,0.010735505738509898,0.03908357051604212,0.27468078266041324,0.36460493523926724,-0.18018844525190306,0.9994093654452537,714.4306237310219,5692.871055005055,173
european,single,False,4,monthly,0.015,0.010305028809000971,0.03916446520189864,0.2631219079815597,0.34933865860256086,-0.18005398616725785,0.9004973271251161,643.7230721762295,5162.231761752156,173
european,single,False,4,monthly,0.03,0.01040491918972175,0.03929562916119959,0.2647856622180144,0.3516415579916412,-0.181676161302113,0.8647235525392928,618.1500877974247,5564.3555994721755,173
european,single,False,4,quarterly,0.0,0.010691948579069077,0.03898774869905417,0.27423867588765033,0.36543039446454767,-0.18151365299067387,0.8044332415791181,568.5542541099229,5066.440217009973,58
european,single,False,4,quarterly,0.015,0.010354026117883386,0.03915655713001861,0.26442636627891053,0.3520750964402072,-0.18564443645340045,0.6958127478434996,491.78387640191494,3912.491394045063,58
european,single,False,4,quarterly,0.03,0.009830206594891866,0.03933825737254785,0.2498892236581853,0.3331673206037686,-0.18114678883647772,0.6990172386797939,494.0487341962733,5332.148450266117,58
european,single,False,4,semi-annually,0.0,0.011453392043314414,0.03972110018553961,0.2883452872607995,0.38419201291582183,-0.17524428920472487,0.5948873794336148,413.04158637745303,5764.8094574392535,29
european,single,False,4,semi-annually,0.015,0.011809896963911104,0.0399400459466241,0.29569062037870103,0.3934422111432021,-0.17621035823586784,0.5372884741278592,373.0495743704999,5908.654675712783,29
european,single,False,4,semi-annually,0.03,0.014137245544206145,0.040937952746630354,0.34533347653467594,0.4598109150423636,-0.17538510404983257,0.517045997520791,358.9948390726149,5666.057630288874,29
european,single,False,5,monthly,0.0,0.011468021478464596,0.03895994438991677,0.29435415419721794,0.3927991279246599,-0.17933462935457983,1.0395068537730723,691.0123589215658,6385.0491758780845,161
european,single,False,5,monthly,0.015,0.01200166729328389,0.03925497406693381,0.3057362176018713,0.4067907659500763,-0.17915131251445365,0.927938377878817,616.8471954797448,6758.395335912589,160
european,single,False,5,monthly,0.03,0.012304421842531443,0.039796774199825934,0.3091813869322419,0.41061059123370386,-0.1780526822020836,0.8841549663704654,587.74216518754,7088.10441812159,159
european,single,False,5,quarterly,0.0,0.010187041353202364,0.038612716632201914,0.2638260718673873,0.35112607301594695,-0.178611428874686,0.7698406579929904,505.85012434857686,4916.321054984382,54
european,single,False,5,quarterly,0.015,0.010854490982934895,0.038892975664977486,0.2790861536652541,0.3721389241009336,-0.1785501902392332,0.6999375378866503,459.9178893711048,5338.471598009502,54
european,single,False,5,quarterly,0.03,0.011836922580545917,0.039537116670729955,0.29938760277147386,0.39726627433783385,-0.1784383373239494,0.6910198286958847,454.0582036605403,5904.343464896303,54
european,single,False,5,semi-annually,0.0,0.016443395963332774,0.039539592046229234,0.4158716646369883,0.5583871650568338,-0.1705370850044349,0.701544479338096,452.13845430852245,10103.16346058546,27
european,single,False,5,semi-annually,0.015,0.016157605563989375,0.03963381361687499,0.40767223967339616,0.546976889183118,-0.17675170637359153,0.6331287264220803,408.04518056059607,8818.075696452794,27
european,single,False,5,semi-annually,0.03,0.018341212199807666,0.04065023541047056,0.45119571915402473,0.602478501299592,-0.1725601448571825,0.6026702442081647,388.41499106530324,9306.138284926717,27
european,complete,True,2,monthly,0.0,0.02067670421379897,0.04007784582615991,0.5159135624076561,0.7142915031378507,-0.19064357011535052,1.588443560910259,1294.6739167227493,18116.356190619063,197
european,complete,True,2,monthly,0.015,0.02170652127279382,0.0404538396512395,0.5365750559138516,0.7422929988364897,-0.19276460258708958,1.2998893871699764,1059.4854772361452,17181.236299054133,195
european,complete,True,2,monthly,0.03,0.021489968195531617,0.040463346306877715,0.5310971572284144,0.735777592497716,-0.19151086329393008,1.2306424989852718,1003.0452346281053,18844.03075765761,197
european,complete,True,2,quarterly,0.0,0.02151501729923666,0.040673427440665516,0.5289698619724835,0.7341789040877278,-0.18845005737710768,1.199898578242976,967.9674635983379,18064.9014935051,66
european,complete,True,2,quarterly,0.015,0.02212540134028429,0.04086605040840412,0.5414127648541781,0.7508161346472264,-0.19297721621828623,1.035670957050138,835.4837713752858,18509.999399936136,66
european,complete,True,2,quarterly,0.03,0.020591637557117348,0.04155264166802756,0.4955554383672667,0.6843149881180608,-0.1934919479007659,0.9544143692661062,769.9334535366413,16852.453299161647,66
european,complete,True,2,semi-annually,0.0,0.01835978944611072,0.040586891215096614,0.45235761834554233,0.6244567977431454,-0.15427160856629785,0.8713094669967304,692.0379914462737,13778.62926432811,33
european,complete,True,2,semi-annually,0.015,0.01836188092359281,0.04088558537134139,0.4491040242379288,0.6189654467234025,-0.15444022124123316,0.794384059847086,630.93994732824,12916.527648530453,33
